,Date,Train Predictions,Actuals,Predictions
17,2023-10-25,,,0.062904224
18,2023-10-26,,,0.06193554
19,2023-10-27,,,0.061291862
20,2023-10-28,,,0.06076425
21,2023-10-29,,,0.060234614
22,2023-10-30,,,0.059863288
23,2023-10-31,,,0.0596007
24,2023-11-01,,,0.059411224
25,2023-11-02,,,0.05927017
26,2023-11-03,,,0.059161123
27,2023-11-04,,,0.05907386
28,2023-11-05,,,0.059002332
29,2023-11-06,,,0.058943078
